Email_id,Sender_Name,Sender_cadre,Sender_dept,Rec_name,Rec_cadre,Rec_dept,Email_subject,Msg_Date,Sentiment,Message_status,Device,Within_work_hrs,Within_workdays,Msg_day,Msg_month,day_name,Week_of_month,exc_type
578,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
579,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Internal Policies and Procedures,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
580,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-12,positive,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
581,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-22,neutral,opened,mobile,yes,yes,22,March,Friday,4,intra_mails
582,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Meeting Scheduling,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
583,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Meeting Scheduling,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
584,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Operational Issues,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
585,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Operational Issues,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
586,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-11,positive,opened,mobile,yes,yes,11,March,Monday,3,intra_mails
587,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Vendor Relations,2024-03-05,positive,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
588,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Internal Policies and Procedures,2024-03-18,positive,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
589,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
590,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-22,positive,opened,mobile,yes,yes,22,March,Friday,4,intra_mails
591,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-11,neutral,opened,mobile,yes,yes,11,March,Monday,3,intra_mails
592,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Training and Development,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
593,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-20,negative,unopened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
594,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-24,positive,opened,desktop,no,no,24,March,Sunday,4,intra_mails
595,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-05,neutral,unopened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
596,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
597,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Training and Development,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
598,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-13,negative,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
599,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
600,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-15,neutral,opened,mobile,yes,yes,15,March,Friday,3,intra_mails
601,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-05,negative,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
602,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
603,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Operational Issues,2024-03-26,neutral,opened,mobile,yes,yes,26,March,Tuesday,5,intra_mails
604,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Project Updates,2024-03-27,neutral,opened,mobile,yes,yes,27,March,Wednesday,5,intra_mails
605,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
606,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
607,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Meeting Scheduling,2024-03-21,positive,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
608,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Project Updates,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
609,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
610,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Internal Policies and Procedures,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
611,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Project Updates,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
612,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,2024-03-08,positive,opened,mobile,yes,yes,8,March,Friday,2,intra_mails
613,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
614,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Vendor Relations,2024-03-07,positive,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
615,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-25,negative,opened,mobile,yes,yes,25,March,Monday,5,intra_mails
616,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
617,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,2024-03-24,neutral,unopened,mobile,no,no,24,March,Sunday,4,intra_mails
618,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
619,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,2024-03-21,neutral,opened,mobile,yes,yes,21,March,Thursday,4,intra_mails
620,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-21,positive,opened,desktop,no,yes,21,March,Thursday,4,intra_mails
621,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
622,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
623,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
624,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-04,neutral,unopened,desktop,yes,yes,4,March,Monday,2,intra_mails
625,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-29,negative,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
626,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-24,neutral,opened,desktop,no,no,24,March,Sunday,4,intra_mails
627,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Vendor Relations,2024-03-05,neutral,opened,mobile,yes,yes,5,March,Tuesday,2,intra_mails
628,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-12,positive,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
629,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Operational Issues,2024-03-05,neutral,opened,mobile,no,yes,5,March,Tuesday,2,intra_mails
630,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Internal Policies and Procedures,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
631,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Meeting Scheduling,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
632,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-27,positive,opened,desktop,no,yes,27,March,Wednesday,5,intra_mails
633,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-08,neutral,unopened,desktop,yes,yes,8,March,Friday,2,intra_mails
634,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-11,negative,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
635,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-12,neutral,opened,mobile,yes,yes,12,March,Tuesday,3,intra_mails
636,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
637,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Project Updates,2024-03-13,negative,unopened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
638,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-27,positive,opened,desktop,no,yes,27,March,Wednesday,5,intra_mails
639,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
640,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-18,positive,unopened,mobile,yes,yes,18,March,Monday,4,intra_mails
641,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
642,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-13,neutral,opened,desktop,no,yes,13,March,Wednesday,3,intra_mails
643,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Security Alerts,2024-03-29,neutral,opened,desktop,no,yes,29,March,Friday,5,intra_mails
644,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
645,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
646,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-28,positive,opened,desktop,no,yes,28,March,Thursday,5,intra_mails
647,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
648,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-11,neutral,opened,desktop,no,yes,11,March,Monday,3,intra_mails
649,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
650,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-13,neutral,opened,mobile,yes,yes,13,March,Wednesday,3,intra_mails
651,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,HR related topics,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
652,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-19,neutral,opened,desktop,no,yes,19,March,Tuesday,4,intra_mails
653,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Vendor Relations,2024-03-30,neutral,opened,desktop,no,no,30,March,Saturday,5,intra_mails
654,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Vendor Relations,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
655,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-05,neutral,opened,mobile,no,yes,5,March,Tuesday,2,intra_mails
656,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
657,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
658,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
659,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,2024-03-26,negative,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
660,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
661,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-27,neutral,opened,mobile,yes,yes,27,March,Wednesday,5,intra_mails
662,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
663,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-24,neutral,opened,desktop,no,no,24,March,Sunday,4,intra_mails
664,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Vendor Relations,2024-03-13,negative,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
665,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-15,neutral,opened,desktop,no,yes,15,March,Friday,3,intra_mails
666,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-12,positive,opened,mobile,yes,yes,12,March,Tuesday,3,intra_mails
667,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
668,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-20,neutral,opened,mobile,yes,yes,20,March,Wednesday,4,intra_mails
669,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-14,neutral,opened,mobile,yes,yes,14,March,Thursday,3,intra_mails
670,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Legal Matters,2024-03-22,negative,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
671,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Product Development,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
672,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
673,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Vendor Relations,2024-03-27,neutral,opened,mobile,no,yes,27,March,Wednesday,5,intra_mails
674,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
675,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-29,neutral,unopened,desktop,yes,yes,29,March,Friday,5,intra_mails
676,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Training and Development,2024-03-11,positive,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
677,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,2024-03-19,neutral,unopened,mobile,yes,yes,19,March,Tuesday,4,intra_mails
678,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-13,neutral,opened,desktop,no,yes,13,March,Wednesday,3,intra_mails
679,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Operational Issues,2024-03-20,negative,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
680,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Operational Issues,2024-03-26,negative,unopened,mobile,yes,yes,26,March,Tuesday,5,intra_mails
681,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,2024-03-28,neutral,opened,mobile,yes,yes,28,March,Thursday,5,intra_mails
682,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,2024-03-18,positive,opened,mobile,yes,yes,18,March,Monday,4,intra_mails
683,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Project Updates,2024-03-24,neutral,opened,desktop,no,no,24,March,Sunday,4,intra_mails
684,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-28,negative,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
685,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-30,neutral,opened,desktop,no,no,30,March,Saturday,5,intra_mails
686,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-02,positive,opened,desktop,no,no,2,March,Saturday,1,intra_mails
687,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Vendor Relations,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
688,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
689,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Internal Policies and Procedures,2024-03-16,neutral,opened,mobile,no,no,16,March,Saturday,3,intra_mails
690,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-29,neutral,opened,desktop,no,yes,29,March,Friday,5,intra_mails
691,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Internal Policies and Procedures,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
692,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-06,neutral,opened,desktop,no,yes,6,March,Wednesday,2,intra_mails
693,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-15,positive,opened,mobile,yes,yes,15,March,Friday,3,intra_mails
694,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
695,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-27,positive,opened,mobile,yes,yes,27,March,Wednesday,5,intra_mails
696,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-15,positive,opened,mobile,yes,yes,15,March,Friday,3,intra_mails
697,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-12,positive,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
698,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-29,neutral,opened,mobile,yes,yes,29,March,Friday,5,intra_mails
699,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-22,neutral,opened,mobile,yes,yes,22,March,Friday,4,intra_mails
700,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
701,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-02,neutral,opened,desktop,no,no,2,March,Saturday,1,intra_mails
702,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-29,negative,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
703,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
704,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-12,positive,opened,desktop,no,yes,12,March,Tuesday,3,intra_mails
705,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-02,neutral,opened,desktop,no,no,2,March,Saturday,1,intra_mails
706,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-14,negative,opened,mobile,yes,yes,14,March,Thursday,3,intra_mails
707,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,HR related topics,2024-03-19,positive,opened,desktop,yes,yes,19,March,Tuesday,4,intra_mails
708,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
709,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-12,positive,opened,mobile,yes,yes,12,March,Tuesday,3,intra_mails
710,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-11,neutral,opened,desktop,no,yes,11,March,Monday,3,intra_mails
711,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-26,neutral,opened,mobile,yes,yes,26,March,Tuesday,5,intra_mails
712,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
713,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-05,negative,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
714,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
715,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-11,neutral,opened,desktop,no,yes,11,March,Monday,3,intra_mails
716,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Security Alerts,2024-03-21,positive,unopened,desktop,yes,yes,21,March,Thursday,4,intra_mails
717,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Legal Matters,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
718,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-06,positive,opened,mobile,yes,yes,6,March,Wednesday,2,intra_mails
719,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-22,positive,opened,mobile,yes,yes,22,March,Friday,4,intra_mails
720,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
721,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
722,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
723,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
724,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-07,positive,unopened,mobile,yes,yes,7,March,Thursday,2,intra_mails
725,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,intra_mails
726,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
727,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-01,neutral,opened,mobile,yes,yes,1,March,Friday,1,intra_mails
728,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Product Development,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
729,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-24,neutral,opened,mobile,no,no,24,March,Sunday,4,intra_mails
730,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-16,neutral,opened,desktop,no,no,16,March,Saturday,3,intra_mails
731,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
732,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-28,positive,opened,mobile,yes,yes,28,March,Thursday,5,intra_mails
733,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Security Alerts,2024-03-19,negative,opened,mobile,yes,yes,19,March,Tuesday,4,intra_mails
734,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Technical Support,2024-03-13,negative,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
